location,year,total_sqft,bath,bhk,price per feet,price
MentalHospital Chinawaltair MainRoad,2018,1750,2,3,3400.0,5950000
MentalHospital Chinawaltair MainRoad,2018,1565,1,2,3400.0,5321000
MentalHospital Chinawaltair MainRoad,2018,1250,1,2,3400.0,4250000
MentalHospital Chinawaltair MainRoad,2018,1000,2,2,3400.0,3400000
MentalHospital Chinawaltair MainRoad,2018,750,1,1,3400.0,2550000
MMTC COLONY,2018,1750,1,2,3500.0,6125000
MMTC COLONY,2018,1565,2,2,3500.0,5477500
MMTC COLONY,2018,1250,2,2,3500.0,4375000
MMTC COLONY,2018,1000,2,3,3500.0,3500000
MMTC COLONY,2018,750,1,2,3500.0,2625000
MVP Sector 1,2018,1750,2,3,3400.0,5950000
MVP Sector 1,2018,1565,1,2,3400.0,5321000
MVP Sector 1,2018,1250,1,2,3400.0,4250000
MVP Sector 1,2018,1000,2,2,3400.0,3400000
MVP Sector 1,2018,750,1,1,3400.0,2550000
MVP Sector 10,2018,1750,2,3,3400.0,5950000
MVP Sector 10,2018,1565,1,2,3400.0,5321000
MVP Sector 10,2018,1250,1,2,3400.0,4250000
MVP Sector 10,2018,1000,2,2,3400.0,3400000
MVP Sector 10,2018,750,1,1,3400.0,2550000
MVP Sector 11,2018,1750,2,3,3400.0,5950000
MVP Sector 11,2018,1565,1,2,3400.0,5321000
MVP Sector 11,2018,1250,1,2,3400.0,4250000
MVP Sector 11,2018,1000,2,2,3400.0,3400000
MVP Sector 11,2018,750,1,1,3400.0,2550000
MVPdoubleRoad,2018,1750,2,3,3400.0,5950000
MVPdoubleRoad,2018,1565,1,2,3400.0,5321000
MVPdoubleRoad,2018,1250,1,2,3400.0,4250000
MVPdoubleRoad,2018,1000,2,2,3400.0,3400000
MVPdoubleRoad,2018,750,1,1,3400.0,2550000
NehruNagar,2018,1750,2,3,5200.0,9100000
NehruNagar,2018,1565,2,3,5200.0,8138000
NehruNagar,2018,1250,2,1,5200.0,6500000
NehruNagar,2018,1000,1,1,5200.0,5200000
NehruNagar,2018,750,2,2,5200.0,3900000
NerallaKoneruStreet Yedugulla Road,2018,1750,2,3,4300.0,7525000
NerallaKoneruStreet Yedugulla Road,2018,1565,2,2,4300.0,6729500
NerallaKoneruStreet Yedugulla Road,2018,1250,1,2,4300.0,5375000
NerallaKoneruStreet Yedugulla Road,2018,1000,2,3,4300.0,4300000
NerallaKoneruStreet Yedugulla Road,2018,750,1,1,4300.0,3225000
NetajiStreet Chinnawaltair,2018,1750,2,3,3100.0,5425000
NetajiStreet Chinnawaltair,2018,1565,2,2,3100.0,4851500
NetajiStreet Chinnawaltair,2018,1250,1,2,3100.0,3875000
NetajiStreet Chinnawaltair,2018,1000,2,3,3100.0,3100000
NetajiStreet Chinnawaltair,2018,750,1,1,3100.0,2325000
NewResapuvanipalem,2018,1750,2,3,5200.0,9100000
NewResapuvanipalem,2018,1565,1,2,5200.0,8138000
NewResapuvanipalem,2018,1250,2,1,5200.0,6500000
NewResapuvanipalem,2018,1000,2,2,5200.0,5200000
NewResapuvanipalem,2018,750,1,1,5200.0,3900000
NGGOSColony,2018,1750,2,3,5200.0,9100000
NGGOSColony,2018,1565,1,2,5200.0,8138000
NGGOSColony,2018,1250,2,3,5200.0,6500000
NGGOSColony,2018,1000,1,2,5200.0,5200000
NGGOSColony,2018,750,1,1,5200.0,3900000
OldMadhurawada,2018,1750,2,3,2100.0,3675000
OldMadhurawada,2018,1565,2,2,2100.0,3286500
OldMadhurawada,2018,1250,1,2,2100.0,2625000
OldMadhurawada,2018,1000,2,3,2100.0,2100000
OldMadhurawada,2018,750,1,1,2100.0,1575000
OldVenkojipalem MainRoad,2018,1750,2,3,5200.0,9100000
OldVenkojipalem MainRoad,2018,1565,2,2,5200.0,8138000
OldVenkojipalem MainRoad,2018,1250,1,2,5200.0,6500000
OldVenkojipalem MainRoad,2018,1000,2,3,5200.0,5200000
OldVenkojipalem MainRoad,2018,750,1,1,5200.0,3900000
OmmiVeedhi Chinnawaltair,2018,1750,2,3,2600.0,4550000
OmmiVeedhi Chinnawaltair,2018,1565,2,2,2600.0,4069000
OmmiVeedhi Chinnawaltair,2018,1250,1,2,2600.0,3250000
OmmiVeedhi Chinnawaltair,2018,1000,2,3,2600.0,2600000
OmmiVeedhi Chinnawaltair,2018,750,1,1,2600.0,1950000
Paindorapeta,2018,1750,2,3,4000.0,7000000
Paindorapeta,2018,1565,2,2,4000.0,6260000
Paindorapeta,2018,1250,1,2,4000.0,5000000
Paindorapeta,2018,1000,2,3,4000.0,4000000
Paindorapeta,2018,750,1,1,4000.0,3000000
Pandavari Veedhi,2018,1750,2,3,4200.0,7350000
Pandavari Veedhi,2018,1565,2,2,4200.0,6573000
Pandavari Veedhi,2018,1250,1,2,4200.0,5250000
Pandavari Veedhi,2018,1000,2,2,4200.0,4200000
Pandavari Veedhi,2018,750,1,1,4200.0,3150000
Pandurangapuram,2018,1750,2,3,3800.0,6650000
Pandurangapuram,2018,1565,2,2,3800.0,5947000
Pandurangapuram,2018,1250,1,2,3800.0,4750000
Pandurangapuram,2018,1000,2,3,3800.0,3800000
Pandurangapuram,2018,750,1,1,3800.0,2850000
Paradesipalem,2018,1750,2,3,2100.0,3675000
Paradesipalem,2018,1565,2,2,2100.0,3286500
Paradesipalem,2018,1250,1,2,2100.0,2625000
Paradesipalem,2018,1000,2,3,2100.0,2100000
Paradesipalem,2018,750,1,1,2100.0,1575000
Parakasarao Peta ,2018,1750,2,3,5200.0,9100000
Parakasarao Peta ,2018,1565,2,2,5200.0,8138000
Parakasarao Peta ,2018,1250,1,2,5200.0,6500000
Parakasarao Peta ,2018,1000,1,1,5200.0,5200000
Parakasarao Peta ,2018,750,1,1,5200.0,3900000
Pedajalaripeta,2018,1750,2,3,2600.0,4550000
Pedajalaripeta,2018,1565,2,2,2600.0,4069000
Pedajalaripeta,2018,1250,1,2,2600.0,3250000
Pedajalaripeta,2018,1000,2,3,2600.0,2600000
Pedajalaripeta,2018,750,1,1,2600.0,1950000
PedaKoturu,2018,1750,2,3,4300.0,7525000
PedaKoturu,2018,1565,2,2,4300.0,6729500
PedaKoturu,2018,1250,1,2,4300.0,5375000
PedaKoturu,2018,1000,2,2,4300.0,4300000
PedaKoturu,2018,750,1,1,4300.0,3225000
PedaRushikonda,2018,1750,2,3,2200.0,3850000
PedaRushikonda,2018,1565,2,2,2200.0,3443000
PedaRushikonda,2018,1250,1,2,2200.0,2750000
PedaRushikonda,2018,1000,2,3,2200.0,2200000
PedaRushikonda,2018,750,1,1,2200.0,1650000
Pedawaltair,2018,1750,2,3,2600.0,4550000
Pedawaltair,2018,1565,2,2,2600.0,4069000
Pedawaltair,2018,1250,1,2,2600.0,3250000
Pedawaltair,2018,1000,2,3,2600.0,2600000
Pedawaltair,2018,750,1,1,2600.0,1950000
Peethalavanipalem,2018,1750,2,3,2600.0,4550000
Peethalavanipalem,2018,1565,2,2,2600.0,4069000
Peethalavanipalem,2018,1250,1,2,2600.0,3250000
Peethalavanipalem,2018,1000,2,3,2600.0,2600000
Peethalavanipalem,2018,750,1,1,2600.0,1950000
PineApple Colony,2018,1750,2,3,1900.0,3325000
PineApple Colony,2018,1565,2,2,1900.0,2973500
PineApple Colony,2018,1250,1,2,1900.0,2375000
PineApple Colony,2018,1000,2,3,1900.0,1900000
PineApple Colony,2018,750,1,1,1900.0,1425000
Pithapuram colony,2018,1750,1,2,3700.0,6475000
Pithapuram colony,2018,1565,2,2,3700.0,5790500
Pithapuram colony,2018,1250,2,2,3700.0,4625000
Pithapuram colony,2018,1000,2,3,3700.0,3700000
Pithapuram colony,2018,750,1,2,3700.0,2775000
PM Palem,2018,1750,2,3,2300.0,4025000
PM Palem,2018,1565,2,2,2300.0,3599500
PM Palem,2018,1250,1,2,2300.0,2875000
PM Palem,2018,1000,2,3,2300.0,2300000
PM Palem,2018,750,1,1,2300.0,1725000
Police Barracks Quarters,2018,1750,2,3,2600.0,4550000
Police Barracks Quarters,2018,1565,2,2,2600.0,4069000
Police Barracks Quarters,2018,1250,1,2,2600.0,3250000
Police Barracks Quarters,2018,1000,2,3,2600.0,2600000
Police Barracks Quarters,2018,750,1,1,2600.0,1950000
PoliceSupdt Office Road,2018,1750,2,3,5200.0,9100000
PoliceSupdt Office Road,2018,1565,2,2,5200.0,8138000
PoliceSupdt Office Road,2018,1000,1,2,5200.0,5200000
PoliceSupdt Office Road,2018,1250,2,2,5200.0,6500000
PoliceSupdt Office Road,2018,750,1,1,5200.0,3900000
Poola Sandu Area KothaRoad,2018,1750,2,3,2600.0,4550000
Poola Sandu Area KothaRoad,2018,1565,2,2,2600.0,4069000
Poola Sandu Area KothaRoad,2018,1250,2,3,2600.0,3250000
Poola Sandu Area KothaRoad,2018,1000,1,2,2600.0,2600000
Poola Sandu Area KothaRoad,2018,750,1,1,2600.0,1950000
Port Quaters Kancharapalem,2018,1750,2,3,3900.0,6825000
Port Quaters Kancharapalem,2018,1565,2,3,3900.0,6103500
Port Quaters Kancharapalem,2018,1250,2,2,3900.0,4875000
Port Quaters Kancharapalem,2018,1000,1,2,3900.0,3900000
Port Quaters Kancharapalem,2018,750,1,1,3900.0,2925000
Rajaka Veedhi Isukathota,2018,1750,2,3,2700.0,4725000
Rajaka Veedhi Isukathota,2018,1565,2,2,2700.0,4225500
Rajaka Veedhi Isukathota,2018,1250,1,2,2700.0,3375000
Rajaka Veedhi Isukathota,2018,1000,2,3,2700.0,2700000
Rajaka Veedhi Isukathota,2018,750,1,1,2700.0,2025000
Rajiv Nagar,2018,1750,2,3,3700.0,6475000
Rajiv Nagar,2018,1565,2,2,3700.0,5790500
Rajiv Nagar,2018,1250,1,2,3700.0,4625000
Rajiv Nagar,2018,1000,2,3,3700.0,3700000
Rajiv Nagar,2018,750,1,1,3700.0,2775000
RaliwayStationRoad,2018,1750,2,2,4300.0,7525000
RaliwayStationRoad,2018,1565,2,3,4300.0,6729500
RaliwayStationRoad,2018,1250,1,2,4300.0,5375000
RaliwayStationRoad,2018,1000,2,3,4300.0,4300000
RaliwayStationRoad,2018,750,1,1,4300.0,3225000
Ramajogipeta PWD Quarters Z P Road,2018,1750,1,2,3000.0,5250000
Ramajogipeta PWD Quarters Z P Road,2018,1565,2,2,3000.0,4695000
Ramajogipeta PWD Quarters Z P Road,2018,1250,2,2,3000.0,3750000
Ramajogipeta PWD Quarters Z P Road,2018,1000,2,3,3000.0,3000000
Ramajogipeta PWD Quarters Z P Road,2018,750,1,2,2600.0,1950000
RamakrishnaTalkiesArea,2018,1750,2,3,4200.0,7350000
RamakrishnaTalkiesArea,2018,1565,1,2,4200.0,6573000
RamakrishnaTalkiesArea,2018,1250,2,2,4200.0,5250000
RamakrishnaTalkiesArea,2018,1000,2,3,4200.0,4200000
RamakrishnaTalkiesArea,2018,750,1,1,4200.0,3150000
Ramalayam Street Pm palem,2018,1750,2,3,2700.0,4725000
Ramalayam Street Pm palem,2018,1565,2,2,2700.0,4225500
Ramalayam Street Pm palem,2018,1250,1,2,2700.0,3375000
Ramalayam Street Pm palem,2018,1000,2,3,2700.0,2700000
Ramalayam Street Pm palem,2018,750,1,1,2700.0,2025000
Ravindra Nagar,2018,1750,2,3,2400.0,4200000
Ravindra Nagar,2018,1565,2,2,2400.0,3756000
Ravindra Nagar,2018,1250,1,2,2400.0,3000000
Ravindra Nagar,2018,1000,2,3,2400.0,2400000
Ravindra Nagar,2018,750,1,1,2400.0,1800000
Reading Room Main Road,2018,1750,2,3,3200.0,5600000
Reading Room Main Road,2018,1565,2,2,3200.0,5008000
Reading Room Main Road,2018,1250,1,2,3200.0,4000000
Reading Room Main Road,2018,1000,2,3,3200.0,3200000
Reading Room Main Road,2018,750,1,1,3200.0,2400000
Relliveedhi,2018,1750,2,3,2600.0,4550000
Relliveedhi,2018,1565,2,2,2600.0,4069000
Relliveedhi,2018,1250,1,2,2600.0,3250000
Relliveedhi,2018,1000,2,3,2600.0,2600000
Relliveedhi,2018,750,1,1,2600.0,1950000
Resapuvanipalem,2018,1750,2,3,3600.0,6300000
Resapuvanipalem,2018,1565,2,2,3600.0,5634000
Resapuvanipalem,2018,1250,1,2,3600.0,4500000
Resapuvanipalem,2018,1000,2,3,3600.0,3600000
Resapuvanipalem,2018,750,1,1,3600.0,2700000
RTC Complex,2018,1750,2,3,4100.0,7175000
RTC Complex,2018,1565,2,2,4100.0,6416500
RTC Complex,2018,1250,1,2,4100.0,5125000
RTC Complex,2018,1000,2,3,4100.0,4100000
RTC Complex,2018,750,1,1,4100.0,3075000
Rushikonda VudaLayout,2018,1750,2,3,2200.0,3850000
Rushikonda VudaLayout,2018,1565,2,2,2200.0,3443000
Rushikonda VudaLayout,2018,1250,1,2,2200.0,2750000
Rushikonda VudaLayout,2018,1000,2,3,2200.0,2200000
Rushikonda VudaLayout,2018,750,1,1,2200.0,1650000
SaiBaba Street Allipuram,2018,1750,2,3,4300.0,7525000
SaiBaba Street Allipuram,2018,1565,1,2,4300.0,6729500
SaiBaba Street Allipuram,2018,1250,2,2,4300.0,5375000
SaiBaba Street Allipuram,2018,1000,1,2,4300.0,4300000
SaiBaba Street Allipuram,2018,750,1,1,4300.0,3225000
SaiPriya Layout,2018,1750,2,3,4700.0,8225000
SaiPriya Layout,2018,1565,2,2,4700.0,7355500
SaiPriya Layout,2018,1250,1,2,4700.0,5875000
SaiPriya Layout,2018,1000,2,3,4700.0,4700000
SaiPriya Layout,2018,750,1,1,4700.0,3525000
SampathVinayakaTempleRoad,2018,1750,2,3,5200.0,9100000
SampathVinayakaTempleRoad,2018,1565,2,2,5200.0,8138000
SampathVinayakaTempleRoad,2018,1250,1,2,5200.0,6500000
SampathVinayakaTempleRoad,2018,1000,2,2,5200.0,5200000
SampathVinayakaTempleRoad,2018,750,1,1,5200.0,3900000
Seetammadhara Road,2018,1750,2,3,5200.0,9100000
Seetammadhara Road,2018,1565,2,2,5200.0,8138000
Seetammadhara Road,2018,1250,1,2,5200.0,6500000
Seetammadhara Road,2018,1000,2,3,5200.0,5200000
Seetammadhara Road,2018,750,1,1,5200.0,3900000
Seetammapeta,2018,1750,1,2,5200.0,9100000
Seetammapeta,2018,1565,2,2,5200.0,8138000
Seetammapeta,2018,1250,1,1,5200.0,6500000
Seetammapeta,2018,1000,2,2,5200.0,5200000
Seetammapeta,2018,750,1,2,5200.0,3900000
Seethammapeta TPT Colony,2018,1750,2,3,2900.0,5075000
Seethammapeta TPT Colony,2018,1565,2,2,2900.0,4538500
Seethammapeta TPT Colony,2018,1250,1,2,2900.0,3625000
Seethammapeta TPT Colony,2018,1000,2,3,2900.0,2900000
Seethammapeta TPT Colony,2018,750,1,1,2900.0,2175000
Shantipeta,2018,1750,2,3,5200.0,9100000
Shantipeta,2018,1565,1,2,5200.0,8138000
Shantipeta,2018,1250,2,2,5200.0,6500000
Shantipeta,2018,1000,1,1,5200.0,5200000
Shantipeta,2018,750,1,1,5200.0,3900000
Shivajipalem,2018,1750,2,3,2600.0,4550000
Shivajipalem,2018,1565,2,2,2600.0,4069000
Shivajipalem,2018,1250,1,2,2600.0,3250000
Shivajipalem,2018,1000,2,3,2600.0,2600000
Shivajipalem,2018,750,1,1,2600.0,1950000
Shivajipark,2018,1750,2,3,3100.0,5425000
Shivajipark,2018,1565,2,2,3100.0,4851500
Shivajipark,2018,1250,1,2,3100.0,3875000
Shivajipark,2018,1000,2,3,3100.0,3100000
Shivajipark,2018,750,1,1,3100.0,2325000
Simhadripuram Ambedkar Colony Maddilapalem,2018,1750,1,2,3000.0,5250000
Simhadripuram Ambedkar Colony Maddilapalem,2018,1565,2,2,3000.0,4695000
Simhadripuram Ambedkar Colony Maddilapalem,2018,1250,2,2,3000.0,3750000
Simhadripuram Ambedkar Colony Maddilapalem,2018,1000,2,3,3000.0,3000000
Simhadripuram Ambedkar Colony Maddilapalem,2018,750,1,2,3000.0,2250000
SivaSivani School Road Marripalem,2018,1750,1,2,4600.0,8050000
SivaSivani School Road Marripalem,2018,1565,2,3,4600.0,7199000
SivaSivani School Road Marripalem,2018,1250,2,2,4600.0,5750000
SivaSivani School Road Marripalem,2018,1000,1,1,4600.0,4600000
SivaSivani School Road Marripalem,2018,750,2,3,4600.0,3450000
South Jail Road area,2018,1750,2,3,3700.0,6475000
South Jail Road area,2018,1565,2,2,3700.0,5790500
South Jail Road area,2018,1250,1,2,3700.0,4625000
South Jail Road area,2018,750,1,2,3700.0,2775000
South Jail Road area,2018,1000,2,3,3700.0,3700000
Sreerangapuram,2018,1750,2,3,2600.0,4550000
Sreerangapuram,2018,1565,2,2,2600.0,4069000
Sreerangapuram,2018,1250,2,2,2600.0,3250000
Sreerangapuram,2018,1000,1,2,2600.0,2600000
Sreerangapuram,2018,750,1,1,2600.0,1950000
SriKrishnaNagar,2018,1750,2,3,4500.0,7875000
SriKrishnaNagar,2018,1565,1,2,4500.0,7042500
SriKrishnaNagar,2018,1250,1,1,4500.0,5625000
SriKrishnaNagar,2018,1000,2,2,4500.0,4500000
SriKrishnaNagar,2018,750,1,1,4500.0,3375000
Taj Residency Area,2018,1750,2,3,3300.0,5775000
Taj Residency Area,2018,1565,2,2,3300.0,5164500
Taj Residency Area,2018,1250,2,2,3300.0,4125000
Taj Residency Area,2018,1000,1,2,3300.0,3300000
Taj Residency Area,2018,750,1,1,3300.0,2475000
Tarakarama Nagar,2018,1750,2,3,2600.0,4550000
Tarakarama Nagar,2018,1565,2,2,2600.0,4069000
Tarakarama Nagar,2018,1250,2,2,2600.0,3250000
Tarakarama Nagar,2018,1000,1,2,2600.0,2600000
Tarakarama Nagar,2018,750,1,1,2600.0,1950000
Tatichettlapalem,2018,1750,2,3,2100.0,3675000
Tatichettlapalem,2018,1565,2,2,2100.0,3286500
Tatichettlapalem,2018,1250,2,2,2100.0,2625000
Tatichettlapalem,2018,1000,1,2,2100.0,2100000
Tatichettlapalem,2018,750,1,1,2100.0,1575000
Thadiveedhi Kothasalipeta,2018,1750,2,3,2600.0,4550000
Thadiveedhi Kothasalipeta,2018,1565,2,2,2600.0,4069000
Thadiveedhi Kothasalipeta,2018,1250,2,2,2600.0,3250000
Thadiveedhi Kothasalipeta,2018,1000,1,2,2600.0,2600000
Thadiveedhi Kothasalipeta,2018,750,1,1,2600.0,1950000
Thimmapuram,2018,1750,2,3,2600.0,4550000
Thimmapuram,2018,1565,2,2,2600.0,4069000
Thimmapuram,2018,1250,2,2,2600.0,3250000
Thimmapuram,2018,1000,1,2,2600.0,2600000
Thimmapuram,2018,750,1,1,2600.0,1950000
Thomson Street  Kota Veedhi,2018,1750,2,3,2600.0,4550000
Thomson Street  Kota Veedhi,2018,1565,2,2,2600.0,4069000
Thomson Street  Kota Veedhi,2018,1250,2,2,2600.0,3250000
Thomson Street  Kota Veedhi,2018,1000,1,2,2600.0,2600000
Thomson Street  Kota Veedhi,2018,750,1,1,2600.0,1950000
Thotagaruvu,2018,1750,2,3,2400.0,4200000
Thotagaruvu,2018,1565,2,2,2400.0,3756000
Thotagaruvu,2018,1250,2,2,2400.0,3000000
Thotagaruvu,2018,1000,1,2,2400.0,2400000
Thotagaruvu,2018,750,1,1,2400.0,1800000
Thummadapalem,2018,1750,2,2,4500.0,7875000
Thummadapalem,2018,1565,2,2,4500.0,7042500
Thummadapalem,2018,1250,1,2,4500.0,5625000
Thummadapalem,2018,1000,2,3,4500.0,4500000
Thummadapalem,2018,750,1,1,4500.0,3375000
TPTColony,2018,1750,1,1,5200.0,9100000
TPTColony,2018,1565,2,2,5200.0,8138000
TPTColony,2018,1250,2,2,5200.0,6500000
TPTColony,2018,1000,1,1,5200.0,5200000
TPTColony,2018,750,1,1,5200.0,3900000
Travellers Bunglow Road Ramnagar,2018,1750,2,3,3700.0,6475000
Travellers Bunglow Road Ramnagar,2018,1565,2,2,3700.0,5790500
Travellers Bunglow Road Ramnagar,2018,1250,2,2,3700.0,4625000
Travellers Bunglow Road Ramnagar,2018,1000,1,2,3700.0,3700000
Travellers Bunglow Road Ramnagar,2018,750,1,1,3700.0,2775000
Upland Area Kailasa Metta,2018,1750,2,3,3400.0,5950000
Upland Area Kailasa Metta,2018,1565,2,2,3400.0,5321000
Upland Area Kailasa Metta,2018,1250,2,2,3400.0,4250000
Upland Area Kailasa Metta,2018,1000,1,2,3400.0,3400000
Upland Area Kailasa Metta,2018,750,1,1,3400.0,2550000
VIP Road CBM Compound,2018,1750,2,3,3700.0,6475000
VIP Road CBM Compound,2018,1565,2,2,3700.0,5790500
VIP Road CBM Compound,2018,1250,2,2,3700.0,4625000
VIP Road CBM Compound,2018,1000,1,2,3700.0,3700000
VIP Road CBM Compound,2018,750,1,1,3700.0,2775000
Visalakshi Nagar,2018,1750,2,3,2700.0,4725000
Visalakshi Nagar,2018,1565,2,2,2700.0,4225500
Visalakshi Nagar,2018,1250,2,2,2700.0,3375000
Visalakshi Nagar,2018,1000,1,2,2700.0,2700000
Visalakshi Nagar,2018,750,1,1,2700.0,2025000
VizianagaramPalaceLayout,2018,1200,2,3,3800.0,4560000
VizianagaramPalaceLayout,2018,1500,2,2,3800.0,5700000
VizianagaramPalaceLayout,2018,1875,2,2,3800.0,7125000
VizianagaramPalaceLayout,2018,1950,2,2,3800.0,7410000
VizianagaramPalaceLayout,2018,3898,2,3,3800.0,14812400
VUDA HSBC Area,2018,1750,2,3,4200.0,7350000
VUDA HSBC Area,2018,1565,2,2,4200.0,6573000
VUDA HSBC Area,2018,1250,2,2,4200.0,5250000
VUDA HSBC Area,2018,1000,1,2,4200.0,4200000
VUDA HSBC Area,2018,750,1,1,4200.0,3150000
Waltair Main Road,2018,1750,2,3,4200.0,7350000
Waltair Main Road,2018,1565,2,2,4200.0,6573000
Waltair Main Road,2018,1250,2,2,4200.0,5250000
Waltair Main Road,2018,1000,1,2,4200.0,4200000
Waltair Main Road,2018,750,1,1,4200.0,3150000
Yedugulla road,2018,1750,2,3,3300.0,5775000
Yedugulla road,2018,1565,2,2,3300.0,5164500
Yedugulla road,2018,1250,2,2,3300.0,4125000
Yedugulla road,2018,1000,1,2,3300.0,3300000
Yedugulla road,2018,750,1,1,3300.0,2475000
Yellemma Thota Suryabagh Area,2018,1750,2,3,3700.0,6475000
Yellemma Thota Suryabagh Area,2018,1565,2,2,3700.0,5790500
Yellemma Thota Suryabagh Area,2018,1250,2,2,3700.0,4625000
Yellemma Thota Suryabagh Area,2018,1000,1,2,3700.0,3700000
Yellemma Thota Suryabagh Area,2018,750,1,1,3700.0,2775000
Yendada,2018,1750,2,3,2100.0,3675000
Yendada,2018,1565,2,2,2100.0,3286500
Yendada,2018,1250,2,2,2100.0,2625000
Yendada,2018,1000,1,2,2100.0,2100000
Yendada,2018,750,1,1,2100.0,1575000
Yethapeta Road Allipuram,2018,1750,2,3,2600.0,4550000
Yethapeta Road Allipuram,2018,1565,2,2,2600.0,4069000
Yethapeta Road Allipuram,2018,1250,2,2,2600.0,3250000
Yethapeta Road Allipuram,2018,1000,1,2,2600.0,2600000
Yethapeta Road Allipuram,2018,750,1,1,2600.0,1950000
YSR Stadium Road,2018,1750,2,3,4200.0,7350000
YSR Stadium Road,2018,1565,1,2,4200.0,6573000
YSR Stadium Road,2018,1250,2,2,4200.0,5250000
YSR Stadium Road,2018,1000,1,2,4200.0,4200000
YSR Stadium Road,2018,750,2,3,4200.0,3150000
Zilla Grandalayam Area Mandapem Area,2018,1750,2,3,3400.0,5950000
Zilla Grandalayam Area Mandapem Area,2018,1565,2,2,3400.0,5321000
Zilla Grandalayam Area Mandapem Area,2018,1250,2,2,3400.0,4250000
Zilla Grandalayam Area Mandapem Area,2018,1000,1,2,3400.0,3400000
Zilla Grandalayam Area Mandapem Area,2018,750,1,1,3400.0,2550000
Achiyammapeta,2019,1750,1,2,2500.0,4375000
Achiyammapeta,2019,1565,2,2,2500.0,3912500
Achiyammapeta,2019,1250,2,2,2500.0,3125000
Achiyammapeta,2019,1000,2,3,2500.0,2500000
Achiyammapeta,2019,750,1,2,2500.0,1875000
Adarsh Nagar,2019,1750,1,2,2400.0,4200000
Adarsh Nagar,2019,1565,2,2,2400.0,3756000
Adarsh Nagar,2019,1250,2,2,2400.0,3000000
Adarsh Nagar,2019,1000,2,3,2400.0,2400000
Adarsh Nagar,2019,750,1,2,2400.0,1800000
Akkayyapalem,2019,1750,1,2,5500.0,9625000
Akkayyapalem,2019,1565,2,2,5500.0,8607500
Akkayyapalem,2019,1250,2,2,5500.0,6875000
Akkayyapalem,2019,1000,2,3,5500.0,5500000
Akkayyapalem,2019,750,1,2,5500.0,4125000
Allipuram,2019,1750,1,2,3000.0,5250000
Allipuram,2019,1565,2,2,3000.0,4695000
Allipuram,2019,1250,2,2,3000.0,3750000
Allipuram,2019,1000,2,3,3000.0,3000000
Allipuram,2019,750,1,2,3000.0,2250000
Allipuram Bazzar,2019,1750,1,2,4300.0,7525000
Allipuram Bazzar,2019,1565,2,2,4300.0,6729500
Allipuram Bazzar,2019,1250,2,2,4300.0,5375000
Allipuram Bazzar,2019,1000,2,3,4300.0,4300000
Allipuram Bazzar,2019,750,1,2,4300.0,3225000
Ambedkar Colony Bhupesh nagar Allipuram,2019,1750,1,2,2600.0,4550000
Ambedkar Colony Bhupesh nagar Allipuram,2019,1565,2,2,2600.0,4069000
Ambedkar Colony Bhupesh nagar Allipuram,2019,1250,2,2,2600.0,3250000
Ambedkar Colony Bhupesh nagar Allipuram,2019,1000,2,3,2600.0,2600000
Ambedkar Colony Bhupesh nagar Allipuram,2019,750,1,2,2600.0,1950000
Ammavari Street Chinawaltair,2019,1750,1,2,2600.0,4550000
Ammavari Street Chinawaltair,2019,1565,2,2,2600.0,4069000
Ammavari Street Chinawaltair,2019,1250,2,2,2600.0,3250000
Ammavari Street Chinawaltair,2019,1000,2,3,2600.0,2600000
Ammavari Street Chinawaltair,2019,750,1,2,2600.0,1950000
AndhraUniversity,2019,1750,1,2,4600.0,8050000
AndhraUniversity,2019,1565,2,2,4600.0,7199000
AndhraUniversity,2019,1250,2,2,4600.0,5750000
AndhraUniversity,2019,1000,2,3,4600.0,4600000
AndhraUniversity,2019,750,1,2,4600.0,3450000
Anjaneya Swamy Temple Pedda Waltair,2019,1750,1,2,3900.0,6825000
Anjaneya Swamy Temple Pedda Waltair,2019,1565,2,2,3900.0,6103500
Anjaneya Swamy Temple Pedda Waltair,2019,1250,2,2,3900.0,4875000
Anjaneya Swamy Temple Pedda Waltair,2019,1000,2,3,3900.0,3900000
Anjaneya Swamy Temple Pedda Waltair,2019,750,1,2,3900.0,2925000
Anthony Nagar Penta Street,2019,1750,1,2,3100.0,5425000
Anthony Nagar Penta Street,2019,1565,2,2,3100.0,4851500
Anthony Nagar Penta Street,2019,1250,2,2,3100.0,3875000
Anthony Nagar Penta Street,2019,1000,2,3,3100.0,3100000
Anthony Nagar Penta Street,2019,750,1,2,3100.0,2325000
ApsebColony,2019,1750,1,2,2500.0,4375000
ApsebColony,2019,1565,2,2,2500.0,3912500
ApsebColony,2019,1250,2,2,2500.0,3125000
ApsebColony,2019,1000,2,3,2500.0,2500000
ApsebColony,2019,750,1,2,2500.0,1875000
Arilova Sector 1,2019,1750,1,2,2400.0,4200000
Arilova Sector 1,2019,1565,2,2,2400.0,3756000
Arilova Sector 1,2019,1250,2,2,2400.0,3000000
Arilova Sector 1,2019,1000,2,3,2400.0,2400000
Arilova Sector 1,2019,750,1,2,2400.0,1800000
Arilova Sector11,2019,1750,1,2,2400.0,4200000
Arilova Sector11,2019,1565,2,2,2400.0,3756000
Arilova Sector11,2019,1250,2,2,2400.0,3000000
Arilova Sector11,2019,1000,2,3,2400.0,2400000
Arilova Sector11,2019,750,1,2,2400.0,1800000
AshokNagar,2019,1750,1,2,2300.0,4025000
