location,year,total_sqft,bath,bhk,price per feet,price
87.LawCollege,2018,750,2,3,2300.0,1725000
88.LawsonsbayColony,2018,1750,2,3,3400.0,5950000
88.LawsonsbayColony,2018,1565,2,2,3400.0,5321000
88.LawsonsbayColony,2018,1250,1,2,3400.0,4250000
88.LawsonsbayColony,2018,1000,2,1,3400.0,3400000
88.LawsonsbayColony,2018,750,2,3,3400.0,2550000
89.LB Colony Pedawaltair,2018,1750,2,3,4700.0,8225000
89.LB Colony Pedawaltair,2018,1565,2,2,4700.0,7355500
89.LB Colony Pedawaltair,2018,1250,2,2,4700.0,5875000
89.LB Colony Pedawaltair,2018,1000,1,2,4700.0,4700000
89.LB Colony Pedawaltair,2018,750,1,1,4700.0,3525000
90.Leelamahal Road,2018,1750,2,3,4300.0,7525000
90.Leelamahal Road,2018,1565,1,2,4300.0,6729500
90.Leelamahal Road,2018,1250,1,2,4300.0,5375000
90.Leelamahal Road,2018,1000,2,2,4300.0,4300000
90.Leelamahal Road,2018,750,1,1,4300.0,3225000
91.Maddilapalem,2018,1750,2,3,3000.0,5250000
91.Maddilapalem,2018,1565,1,2,3000.0,4695000
91.Maddilapalem,2018,1250,1,2,3000.0,3750000
91.Maddilapalem,2018,1000,2,2,3000.0,3000000
91.Maddilapalem,2018,750,1,1,3000.0,2250000
92.Madhurawada,2018,1750,2,3,2400.0,4200000
92.Madhurawada,2018,1565,1,2,2400.0,3756000
92.Madhurawada,2018,1250,1,2,2400.0,3000000
92.Madhurawada,2018,1000,2,2,2400.0,2400000
92.Madhurawada,2018,750,1,1,2400.0,1800000
93.Marikavalasa,2018,1750,2,3,2100.0,3675000
93.Marikavalasa,2018,1565,1,2,2100.0,3286500
93.Marikavalasa,2018,1250,1,2,2100.0,2625000
93.Marikavalasa,2018,1000,2,2,2100.0,2100000
93.Marikavalasa,2018,750,1,1,2100.0,1575000
94.MentalHospital Chinawaltair MainRoad,2018,1750,2,3,3400.0,5950000
94.MentalHospital Chinawaltair MainRoad,2018,1565,1,2,3400.0,5321000
94.MentalHospital Chinawaltair MainRoad,2018,1250,1,2,3400.0,4250000
94.MentalHospital Chinawaltair MainRoad,2018,1000,2,2,3400.0,3400000
94.MentalHospital Chinawaltair MainRoad,2018,750,1,1,3400.0,2550000
95.MMTC COLONY,2018,1750,1,2,3500.0,6125000
95.MMTC COLONY,2018,1565,2,2,3500.0,5477500
95.MMTC COLONY,2018,1250,2,2,3500.0,4375000
95.MMTC COLONY,2018,1000,2,3,3500.0,3500000
95.MMTC COLONY,2018,750,1,2,3500.0,2625000
96.MVP Sector 1,2018,1750,2,3,3400.0,5950000
96.MVP Sector 1,2018,1565,1,2,3400.0,5321000
96.MVP Sector 1,2018,1250,1,2,3400.0,4250000
96.MVP Sector 1,2018,1000,2,2,3400.0,3400000
96.MVP Sector 1,2018,750,1,1,3400.0,2550000
97.MVP Sector 10,2018,1750,2,3,3400.0,5950000
97.MVP Sector 10,2018,1565,1,2,3400.0,5321000
97.MVP Sector 10,2018,1250,1,2,3400.0,4250000
97.MVP Sector 10,2018,1000,2,2,3400.0,3400000
97.MVP Sector 10,2018,750,1,1,3400.0,2550000
98.MVP Sector 11,2018,1750,2,3,3400.0,5950000
98.MVP Sector 11,2018,1565,1,2,3400.0,5321000
98.MVP Sector 11,2018,1250,1,2,3400.0,4250000
98.MVP Sector 11,2018,1000,2,2,3400.0,3400000
98.MVP Sector 11,2018,750,1,1,3400.0,2550000
99.MVPdoubleRoad,2018,1750,2,3,3400.0,5950000
99.MVPdoubleRoad,2018,1565,1,2,3400.0,5321000
99.MVPdoubleRoad,2018,1250,1,2,3400.0,4250000
99.MVPdoubleRoad,2018,1000,2,2,3400.0,3400000
99.MVPdoubleRoad,2018,750,1,1,3400.0,2550000
100.NehruNagar,2018,1750,2,3,5200.0,9100000
100.NehruNagar,2018,1565,2,3,5200.0,8138000
100.NehruNagar,2018,1250,2,1,5200.0,6500000
100.NehruNagar,2018,1000,1,1,5200.0,5200000
100.NehruNagar,2018,750,2,2,5200.0,3900000
101.NerallaKoneruStreet Yedugulla Road,2018,1750,2,3,4300.0,7525000
101.NerallaKoneruStreet Yedugulla Road,2018,1565,2,2,4300.0,6729500
101.NerallaKoneruStreet Yedugulla Road,2018,1250,1,2,4300.0,5375000
101.NerallaKoneruStreet Yedugulla Road,2018,1000,2,3,4300.0,4300000
101.NerallaKoneruStreet Yedugulla Road,2018,750,1,1,4300.0,3225000
102.NetajiStreet Chinnawaltair,2018,1750,2,3,3100.0,5425000
102.NetajiStreet Chinnawaltair,2018,1565,2,2,3100.0,4851500
102.NetajiStreet Chinnawaltair,2018,1250,1,2,3100.0,3875000
102.NetajiStreet Chinnawaltair,2018,1000,2,3,3100.0,3100000
102.NetajiStreet Chinnawaltair,2018,750,1,1,3100.0,2325000
103.NewResapuvanipalem,2018,1750,2,3,5200.0,9100000
103.NewResapuvanipalem,2018,1565,1,2,5200.0,8138000
103.NewResapuvanipalem,2018,1250,2,1,5200.0,6500000
103.NewResapuvanipalem,2018,1000,2,2,5200.0,5200000
103.NewResapuvanipalem,2018,750,1,1,5200.0,3900000
104.NGGOSColony,2018,1750,2,3,5200.0,9100000
104.NGGOSColony,2018,1565,1,2,5200.0,8138000
104.NGGOSColony,2018,1250,2,3,5200.0,6500000
104.NGGOSColony,2018,1000,1,2,5200.0,5200000
104.NGGOSColony,2018,750,1,1,5200.0,3900000
105.OldMadhurawada,2018,1750,2,3,2100.0,3675000
105.OldMadhurawada,2018,1565,2,2,2100.0,3286500
105.OldMadhurawada,2018,1250,1,2,2100.0,2625000
105.OldMadhurawada,2018,1000,2,3,2100.0,2100000
105.OldMadhurawada,2018,750,1,1,2100.0,1575000
106.OldVenkojipalem MainRoad,2018,1750,2,3,5200.0,9100000
106.OldVenkojipalem MainRoad,2018,1565,2,2,5200.0,8138000
106.OldVenkojipalem MainRoad,2018,1250,1,2,5200.0,6500000
106.OldVenkojipalem MainRoad,2018,1000,2,3,5200.0,5200000
106.OldVenkojipalem MainRoad,2018,750,1,1,5200.0,3900000
107.OmmiVeedhi Chinnawaltair,2018,1750,2,3,2600.0,4550000
107.OmmiVeedhi Chinnawaltair,2018,1565,2,2,2600.0,4069000
107.OmmiVeedhi Chinnawaltair,2018,1250,1,2,2600.0,3250000
107.OmmiVeedhi Chinnawaltair,2018,1000,2,3,2600.0,2600000
107.OmmiVeedhi Chinnawaltair,2018,750,1,1,2600.0,1950000
108.Paindorapeta,2018,1750,2,3,4000.0,7000000
108.Paindorapeta,2018,1565,2,2,4000.0,6260000
108.Paindorapeta,2018,1250,1,2,4000.0,5000000
108.Paindorapeta,2018,1000,2,3,4000.0,4000000
108.Paindorapeta,2018,750,1,1,4000.0,3000000
109.Pandavari Veedhi,2018,1750,2,3,4200.0,7350000
109.Pandavari Veedhi,2018,1565,2,2,4200.0,6573000
109.Pandavari Veedhi,2018,1250,1,2,4200.0,5250000
109.Pandavari Veedhi,2018,1000,2,2,4200.0,4200000
109.Pandavari Veedhi,2018,750,1,1,4200.0,3150000
110.Pandurangapuram,2018,1750,2,3,3800.0,6650000
110.Pandurangapuram,2018,1565,2,2,3800.0,5947000
110.Pandurangapuram,2018,1250,1,2,3800.0,4750000
110.Pandurangapuram,2018,1000,2,3,3800.0,3800000
110.Pandurangapuram,2018,750,1,1,3800.0,2850000
111.Paradesipalem,2018,1750,2,3,2100.0,3675000
111.Paradesipalem,2018,1565,2,2,2100.0,3286500
111.Paradesipalem,2018,1250,1,2,2100.0,2625000
111.Paradesipalem,2018,1000,2,3,2100.0,2100000
111.Paradesipalem,2018,750,1,1,2100.0,1575000
112.Parakasarao Peta ,2018,1750,2,3,5200.0,9100000
112.Parakasarao Peta ,2018,1565,2,2,5200.0,8138000
112.Parakasarao Peta ,2018,1250,1,2,5200.0,6500000
112.Parakasarao Peta ,2018,1000,1,1,5200.0,5200000
112.Parakasarao Peta ,2018,750,1,1,5200.0,3900000
113.Pedajalaripeta,2018,1750,2,3,2600.0,4550000
113.Pedajalaripeta,2018,1565,2,2,2600.0,4069000
113.Pedajalaripeta,2018,1250,1,2,2600.0,3250000
113.Pedajalaripeta,2018,1000,2,3,2600.0,2600000
113.Pedajalaripeta,2018,750,1,1,2600.0,1950000
114.PedaKoturu,2018,1750,2,3,4300.0,7525000
114.PedaKoturu,2018,1565,2,2,4300.0,6729500
114.PedaKoturu,2018,1250,1,2,4300.0,5375000
114.PedaKoturu,2018,1000,2,2,4300.0,4300000
114.PedaKoturu,2018,750,1,1,4300.0,3225000
115.PedaRushikonda,2018,1750,2,3,2200.0,3850000
115.PedaRushikonda,2018,1565,2,2,2200.0,3443000
115.PedaRushikonda,2018,1250,1,2,2200.0,2750000
115.PedaRushikonda,2018,1000,2,3,2200.0,2200000
115.PedaRushikonda,2018,750,1,1,2200.0,1650000
116.Pedawaltair,2018,1750,2,3,2600.0,4550000
116.Pedawaltair,2018,1565,2,2,2600.0,4069000
116.Pedawaltair,2018,1250,1,2,2600.0,3250000
116.Pedawaltair,2018,1000,2,3,2600.0,2600000
116.Pedawaltair,2018,750,1,1,2600.0,1950000
117.Peethalavanipalem,2018,1750,2,3,2600.0,4550000
117.Peethalavanipalem,2018,1565,2,2,2600.0,4069000
117.Peethalavanipalem,2018,1250,1,2,2600.0,3250000
117.Peethalavanipalem,2018,1000,2,3,2600.0,2600000
117.Peethalavanipalem,2018,750,1,1,2600.0,1950000
118.PineApple Colony,2018,1750,2,3,1900.0,3325000
118.PineApple Colony,2018,1565,2,2,1900.0,2973500
118.PineApple Colony,2018,1250,1,2,1900.0,2375000
118.PineApple Colony,2018,1000,2,3,1900.0,1900000
118.PineApple Colony,2018,750,1,1,1900.0,1425000
119.Pithapuram colony,2018,1750,1,2,3700.0,6475000
119.Pithapuram colony,2018,1565,2,2,3700.0,5790500
119.Pithapuram colony,2018,1250,2,2,3700.0,4625000
119.Pithapuram colony,2018,1000,2,3,3700.0,3700000
119.Pithapuram colony,2018,750,1,2,3700.0,2775000
120.PM Palem,2018,1750,2,3,2300.0,4025000
120.PM Palem,2018,1565,2,2,2300.0,3599500
120.PM Palem,2018,1250,1,2,2300.0,2875000
120.PM Palem,2018,1000,2,3,2300.0,2300000
120.PM Palem,2018,750,1,1,2300.0,1725000
121.Police Barracks Quarters,2018,1750,2,3,2600.0,4550000
121.Police Barracks Quarters,2018,1565,2,2,2600.0,4069000
121.Police Barracks Quarters,2018,1250,1,2,2600.0,3250000
121.Police Barracks Quarters,2018,1000,2,3,2600.0,2600000
121.Police Barracks Quarters,2018,750,1,1,2600.0,1950000
122.PoliceSupdt Office Road,2018,1750,2,3,5200.0,9100000
122.PoliceSupdt Office Road,2018,1565,2,2,5200.0,8138000
122.PoliceSupdt Office Road,2018,1000,1,2,5200.0,5200000
122.PoliceSupdt Office Road,2018,1250,2,2,5200.0,6500000
122.PoliceSupdt Office Road,2018,750,1,1,5200.0,3900000
123.Poola Sandu Area KothaRoad,2018,1750,2,3,2600.0,4550000
123.Poola Sandu Area KothaRoad,2018,1565,2,2,2600.0,4069000
123.Poola Sandu Area KothaRoad,2018,1250,2,3,2600.0,3250000
123.Poola Sandu Area KothaRoad,2018,1000,1,2,2600.0,2600000
123.Poola Sandu Area KothaRoad,2018,750,1,1,2600.0,1950000
124.Port Quaters Kancharapalem,2018,1750,2,3,3900.0,6825000
124.Port Quaters Kancharapalem,2018,1565,2,3,3900.0,6103500
124.Port Quaters Kancharapalem,2018,1250,2,2,3900.0,4875000
124.Port Quaters Kancharapalem,2018,1000,1,2,3900.0,3900000
124.Port Quaters Kancharapalem,2018,750,1,1,3900.0,2925000
125.Rajaka Veedhi Isukathota,2018,1750,2,3,2700.0,4725000
125.Rajaka Veedhi Isukathota,2018,1565,2,2,2700.0,4225500
125.Rajaka Veedhi Isukathota,2018,1250,1,2,2700.0,3375000
125.Rajaka Veedhi Isukathota,2018,1000,2,3,2700.0,2700000
125.Rajaka Veedhi Isukathota,2018,750,1,1,2700.0,2025000
126.Rajiv Nagar,2018,1750,2,3,3700.0,6475000
126.Rajiv Nagar,2018,1565,2,2,3700.0,5790500
126.Rajiv Nagar,2018,1250,1,2,3700.0,4625000
126.Rajiv Nagar,2018,1000,2,3,3700.0,3700000
126.Rajiv Nagar,2018,750,1,1,3700.0,2775000
127.RaliwayStationRoad,2018,1750,2,2,4300.0,7525000
127.RaliwayStationRoad,2018,1565,2,3,4300.0,6729500
127.RaliwayStationRoad,2018,1250,1,2,4300.0,5375000
127.RaliwayStationRoad,2018,1000,2,3,4300.0,4300000
127.RaliwayStationRoad,2018,750,1,1,4300.0,3225000
128.Ramajogipeta PWD Quarters Z P Road,2018,1750,1,2,3000.0,5250000
128.Ramajogipeta PWD Quarters Z P Road,2018,1565,2,2,3000.0,4695000
128.Ramajogipeta PWD Quarters Z P Road,2018,1250,2,2,3000.0,3750000
128.Ramajogipeta PWD Quarters Z P Road,2018,1000,2,3,3000.0,3000000
128.Ramajogipeta PWD Quarters Z P Road,2018,750,1,2,2600.0,1950000
129.RamakrishnaTalkiesArea,2018,1750,2,3,4200.0,7350000
129.RamakrishnaTalkiesArea,2018,1565,1,2,4200.0,6573000
129.RamakrishnaTalkiesArea,2018,1250,2,2,4200.0,5250000
129.RamakrishnaTalkiesArea,2018,1000,2,3,4200.0,4200000
129.RamakrishnaTalkiesArea,2018,750,1,1,4200.0,3150000
130.Ramalayam Street Pm palem,2018,1750,2,3,2700.0,4725000
130.Ramalayam Street Pm palem,2018,1565,2,2,2700.0,4225500
130.Ramalayam Street Pm palem,2018,1250,1,2,2700.0,3375000
130.Ramalayam Street Pm palem,2018,1000,2,3,2700.0,2700000
130.Ramalayam Street Pm palem,2018,750,1,1,2700.0,2025000
131.Ravindra Nagar,2018,1750,2,3,2400.0,4200000
131.Ravindra Nagar,2018,1565,2,2,2400.0,3756000
131.Ravindra Nagar,2018,1250,1,2,2400.0,3000000
131.Ravindra Nagar,2018,1000,2,3,2400.0,2400000
131.Ravindra Nagar,2018,750,1,1,2400.0,1800000
132.Reading Room Main Road,2018,1750,2,3,3200.0,5600000
132.Reading Room Main Road,2018,1565,2,2,3200.0,5008000
132.Reading Room Main Road,2018,1250,1,2,3200.0,4000000
132.Reading Room Main Road,2018,1000,2,3,3200.0,3200000
132.Reading Room Main Road,2018,750,1,1,3200.0,2400000
133.Relliveedhi,2018,1750,2,3,2600.0,4550000
133.Relliveedhi,2018,1565,2,2,2600.0,4069000
133.Relliveedhi,2018,1250,1,2,2600.0,3250000
133.Relliveedhi,2018,1000,2,3,2600.0,2600000
133.Relliveedhi,2018,750,1,1,2600.0,1950000
134.Resapuvanipalem,2018,1750,2,3,3600.0,6300000
134.Resapuvanipalem,2018,1565,2,2,3600.0,5634000
134.Resapuvanipalem,2018,1250,1,2,3600.0,4500000
134.Resapuvanipalem,2018,1000,2,3,3600.0,3600000
134.Resapuvanipalem,2018,750,1,1,3600.0,2700000
135.RTC Complex,2018,1750,2,3,4100.0,7175000
135.RTC Complex,2018,1565,2,2,4100.0,6416500
135.RTC Complex,2018,1250,1,2,4100.0,5125000
135.RTC Complex,2018,1000,2,3,4100.0,4100000
135.RTC Complex,2018,750,1,1,4100.0,3075000
136.Rushikonda VudaLayout,2018,1750,2,3,2200.0,3850000
136.Rushikonda VudaLayout,2018,1565,2,2,2200.0,3443000
136.Rushikonda VudaLayout,2018,1250,1,2,2200.0,2750000
136.Rushikonda VudaLayout,2018,1000,2,3,2200.0,2200000
136.Rushikonda VudaLayout,2018,750,1,1,2200.0,1650000
137.SaiBaba Street Allipuram,2018,1750,2,3,4300.0,7525000
137.SaiBaba Street Allipuram,2018,1565,1,2,4300.0,6729500
137.SaiBaba Street Allipuram,2018,1250,2,2,4300.0,5375000
137.SaiBaba Street Allipuram,2018,1000,1,2,4300.0,4300000
137.SaiBaba Street Allipuram,2018,750,1,1,4300.0,3225000
138.SaiPriya Layout,2018,1750,2,3,4700.0,8225000
138.SaiPriya Layout,2018,1565,2,2,4700.0,7355500
138.SaiPriya Layout,2018,1250,1,2,4700.0,5875000
138.SaiPriya Layout,2018,1000,2,3,4700.0,4700000
138.SaiPriya Layout,2018,750,1,1,4700.0,3525000
139.SampathVinayakaTempleRoad,2018,1750,2,3,5200.0,9100000
139.SampathVinayakaTempleRoad,2018,1565,2,2,5200.0,8138000
139.SampathVinayakaTempleRoad,2018,1250,1,2,5200.0,6500000
139.SampathVinayakaTempleRoad,2018,1000,2,2,5200.0,5200000
139.SampathVinayakaTempleRoad,2018,750,1,1,5200.0,3900000
140.Seetammadhara Road,2018,1750,2,3,5200.0,9100000
140.Seetammadhara Road,2018,1565,2,2,5200.0,8138000
140.Seetammadhara Road,2018,1250,1,2,5200.0,6500000
140.Seetammadhara Road,2018,1000,2,3,5200.0,5200000
140.Seetammadhara Road,2018,750,1,1,5200.0,3900000
141.Seetammapeta,2018,1750,1,2,5200.0,9100000
141.Seetammapeta,2018,1565,2,2,5200.0,8138000
141.Seetammapeta,2018,1250,1,1,5200.0,6500000
141.Seetammapeta,2018,1000,2,2,5200.0,5200000
141.Seetammapeta,2018,750,1,2,5200.0,3900000
142.Seethammapeta TPT Colony,2018,1750,2,3,2900.0,5075000
142.Seethammapeta TPT Colony,2018,1565,2,2,2900.0,4538500
142.Seethammapeta TPT Colony,2018,1250,1,2,2900.0,3625000
142.Seethammapeta TPT Colony,2018,1000,2,3,2900.0,2900000
142.Seethammapeta TPT Colony,2018,750,1,1,2900.0,2175000
143.Shantipeta,2018,1750,2,3,5200.0,9100000
143.Shantipeta,2018,1565,1,2,5200.0,8138000
143.Shantipeta,2018,1250,2,2,5200.0,6500000
143.Shantipeta,2018,1000,1,1,5200.0,5200000
143.Shantipeta,2018,750,1,1,5200.0,3900000
144.Shivajipalem,2018,1750,2,3,2600.0,4550000
144.Shivajipalem,2018,1565,2,2,2600.0,4069000
144.Shivajipalem,2018,1250,1,2,2600.0,3250000
144.Shivajipalem,2018,1000,2,3,2600.0,2600000
144.Shivajipalem,2018,750,1,1,2600.0,1950000
145.Shivajipark,2018,1750,2,3,3100.0,5425000
145.Shivajipark,2018,1565,2,2,3100.0,4851500
145.Shivajipark,2018,1250,1,2,3100.0,3875000
145.Shivajipark,2018,1000,2,3,3100.0,3100000
145.Shivajipark,2018,750,1,1,3100.0,2325000
146.Simhadripuram Ambedkar Colony Maddilapalem,2018,1750,1,2,3000.0,5250000
146.Simhadripuram Ambedkar Colony Maddilapalem,2018,1565,2,2,3000.0,4695000
146.Simhadripuram Ambedkar Colony Maddilapalem,2018,1250,2,2,3000.0,3750000
146.Simhadripuram Ambedkar Colony Maddilapalem,2018,1000,2,3,3000.0,3000000
146.Simhadripuram Ambedkar Colony Maddilapalem,2018,750,1,2,3000.0,2250000
147.SivaSivani School Road Marripalem,2018,1750,1,2,4600.0,8050000
147.SivaSivani School Road Marripalem,2018,1565,2,3,4600.0,7199000
147.SivaSivani School Road Marripalem,2018,1250,2,2,4600.0,5750000
147.SivaSivani School Road Marripalem,2018,1000,1,1,4600.0,4600000
147.SivaSivani School Road Marripalem,2018,750,2,3,4600.0,3450000
148.South Jail Road area,2018,1750,2,3,3700.0,6475000
148.South Jail Road area,2018,1565,2,2,3700.0,5790500
148.South Jail Road area,2018,1250,1,2,3700.0,4625000
148.South Jail Road area,2018,750,1,2,3700.0,2775000
148.South Jail Road area,2018,1000,2,3,3700.0,3700000
149.Sreerangapuram,2018,1750,2,3,2600.0,4550000
149.Sreerangapuram,2018,1565,2,2,2600.0,4069000
149.Sreerangapuram,2018,1250,2,2,2600.0,3250000
149.Sreerangapuram,2018,1000,1,2,2600.0,2600000
149.Sreerangapuram,2018,750,1,1,2600.0,1950000
150.SriKrishnaNagar,2018,1750,2,3,4500.0,7875000
150.SriKrishnaNagar,2018,1565,1,2,4500.0,7042500
150.SriKrishnaNagar,2018,1250,1,1,4500.0,5625000
150.SriKrishnaNagar,2018,1000,2,2,4500.0,4500000
150.SriKrishnaNagar,2018,750,1,1,4500.0,3375000
151.Taj Residency Area,2018,1750,2,3,3300.0,5775000
151.Taj Residency Area,2018,1565,2,2,3300.0,5164500
151.Taj Residency Area,2018,1250,2,2,3300.0,4125000
151.Taj Residency Area,2018,1000,1,2,3300.0,3300000
151.Taj Residency Area,2018,750,1,1,3300.0,2475000
152.Tarakarama Nagar,2018,1750,2,3,2600.0,4550000
152.Tarakarama Nagar,2018,1565,2,2,2600.0,4069000
152.Tarakarama Nagar,2018,1250,2,2,2600.0,3250000
152.Tarakarama Nagar,2018,1000,1,2,2600.0,2600000
152.Tarakarama Nagar,2018,750,1,1,2600.0,1950000
153.Tatichettlapalem,2018,1750,2,3,2100.0,3675000
153.Tatichettlapalem,2018,1565,2,2,2100.0,3286500
153.Tatichettlapalem,2018,1250,2,2,2100.0,2625000
153.Tatichettlapalem,2018,1000,1,2,2100.0,2100000
153.Tatichettlapalem,2018,750,1,1,2100.0,1575000
154.Thadiveedhi Kothasalipeta,2018,1750,2,3,2600.0,4550000
154.Thadiveedhi Kothasalipeta,2018,1565,2,2,2600.0,4069000
154.Thadiveedhi Kothasalipeta,2018,1250,2,2,2600.0,3250000
154.Thadiveedhi Kothasalipeta,2018,1000,1,2,2600.0,2600000
154.Thadiveedhi Kothasalipeta,2018,750,1,1,2600.0,1950000
155.Thimmapuram,2018,1750,2,3,2600.0,4550000
155.Thimmapuram,2018,1565,2,2,2600.0,4069000
155.Thimmapuram,2018,1250,2,2,2600.0,3250000
155.Thimmapuram,2018,1000,1,2,2600.0,2600000
155.Thimmapuram,2018,750,1,1,2600.0,1950000
156.Thomson Street  Kota Veedhi,2018,1750,2,3,2600.0,4550000
156.Thomson Street  Kota Veedhi,2018,1565,2,2,2600.0,4069000
156.Thomson Street  Kota Veedhi,2018,1250,2,2,2600.0,3250000
156.Thomson Street  Kota Veedhi,2018,1000,1,2,2600.0,2600000
156.Thomson Street  Kota Veedhi,2018,750,1,1,2600.0,1950000
157.Thotagaruvu,2018,1750,2,3,2400.0,4200000
157.Thotagaruvu,2018,1565,2,2,2400.0,3756000
157.Thotagaruvu,2018,1250,2,2,2400.0,3000000
157.Thotagaruvu,2018,1000,1,2,2400.0,2400000
157.Thotagaruvu,2018,750,1,1,2400.0,1800000
158.Thummadapalem,2018,1750,2,2,4500.0,7875000
158.Thummadapalem,2018,1565,2,2,4500.0,7042500
158.Thummadapalem,2018,1250,1,2,4500.0,5625000
158.Thummadapalem,2018,1000,2,3,4500.0,4500000
158.Thummadapalem,2018,750,1,1,4500.0,3375000
159.TPTColony,2018,1750,1,1,5200.0,9100000
159.TPTColony,2018,1565,2,2,5200.0,8138000
159.TPTColony,2018,1250,2,2,5200.0,6500000
159.TPTColony,2018,1000,1,1,5200.0,5200000
159.TPTColony,2018,750,1,1,5200.0,3900000
160.Travellers Bunglow Road Ramnagar,2018,1750,2,3,3700.0,6475000
160.Travellers Bunglow Road Ramnagar,2018,1565,2,2,3700.0,5790500
160.Travellers Bunglow Road Ramnagar,2018,1250,2,2,3700.0,4625000
160.Travellers Bunglow Road Ramnagar,2018,1000,1,2,3700.0,3700000
160.Travellers Bunglow Road Ramnagar,2018,750,1,1,3700.0,2775000
161.Upland Area Kailasa Metta,2018,1750,2,3,3400.0,5950000
161.Upland Area Kailasa Metta,2018,1565,2,2,3400.0,5321000
161.Upland Area Kailasa Metta,2018,1250,2,2,3400.0,4250000
161.Upland Area Kailasa Metta,2018,1000,1,2,3400.0,3400000
161.Upland Area Kailasa Metta,2018,750,1,1,3400.0,2550000
162.VIP Road CBM Compound,2018,1750,2,3,3700.0,6475000
162.VIP Road CBM Compound,2018,1565,2,2,3700.0,5790500
162.VIP Road CBM Compound,2018,1250,2,2,3700.0,4625000
162.VIP Road CBM Compound,2018,1000,1,2,3700.0,3700000
162.VIP Road CBM Compound,2018,750,1,1,3700.0,2775000
163.Visalakshi Nagar,2018,1750,2,3,2700.0,4725000
163.Visalakshi Nagar,2018,1565,2,2,2700.0,4225500
163.Visalakshi Nagar,2018,1250,2,2,2700.0,3375000
163.Visalakshi Nagar,2018,1000,1,2,2700.0,2700000
163.Visalakshi Nagar,2018,750,1,1,2700.0,2025000
164.VizianagaramPalaceLayout,2018,1200,2,3,3800.0,4560000
164.VizianagaramPalaceLayout,2018,1500,2,2,3800.0,5700000
164.VizianagaramPalaceLayout,2018,1875,2,2,3800.0,7125000
164.VizianagaramPalaceLayout,2018,1950,2,2,3800.0,7410000
164.VizianagaramPalaceLayout,2018,3898,2,3,3800.0,14812400
165.VUDA HSBC Area,2018,1750,2,3,4200.0,7350000
165.VUDA HSBC Area,2018,1565,2,2,4200.0,6573000
165.VUDA HSBC Area,2018,1250,2,2,4200.0,5250000
165.VUDA HSBC Area,2018,1000,1,2,4200.0,4200000
165.VUDA HSBC Area,2018,750,1,1,4200.0,3150000
166.Waltair Main Road,2018,1750,2,3,4200.0,7350000
166.Waltair Main Road,2018,1565,2,2,4200.0,6573000
166.Waltair Main Road,2018,1250,2,2,4200.0,5250000
166.Waltair Main Road,2018,1000,1,2,4200.0,4200000
166.Waltair Main Road,2018,750,1,1,4200.0,3150000
167.Yedugulla road,2018,1750,2,3,3300.0,5775000
167.Yedugulla road,2018,1565,2,2,3300.0,5164500
167.Yedugulla road,2018,1250,2,2,3300.0,4125000
167.Yedugulla road,2018,1000,1,2,3300.0,3300000
167.Yedugulla road,2018,750,1,1,3300.0,2475000
168.Yellemma Thota Suryabagh Area,2018,1750,2,3,3700.0,6475000
168.Yellemma Thota Suryabagh Area,2018,1565,2,2,3700.0,5790500
168.Yellemma Thota Suryabagh Area,2018,1250,2,2,3700.0,4625000
168.Yellemma Thota Suryabagh Area,2018,1000,1,2,3700.0,3700000
168.Yellemma Thota Suryabagh Area,2018,750,1,1,3700.0,2775000
169.Yendada,2018,1750,2,3,2100.0,3675000
169.Yendada,2018,1565,2,2,2100.0,3286500
169.Yendada,2018,1250,2,2,2100.0,2625000
169.Yendada,2018,1000,1,2,2100.0,2100000
169.Yendada,2018,750,1,1,2100.0,1575000
170.Yethapeta Road Allipuram,2018,1750,2,3,2600.0,4550000
170.Yethapeta Road Allipuram,2018,1565,2,2,2600.0,4069000
170.Yethapeta Road Allipuram,2018,1250,2,2,2600.0,3250000
170.Yethapeta Road Allipuram,2018,1000,1,2,2600.0,2600000
170.Yethapeta Road Allipuram,2018,750,1,1,2600.0,1950000
171.YSR Stadium Road,2018,1750,2,3,4200.0,7350000
171.YSR Stadium Road,2018,1565,1,2,4200.0,6573000
171.YSR Stadium Road,2018,1250,2,2,4200.0,5250000
171.YSR Stadium Road,2018,1000,1,2,4200.0,4200000
171.YSR Stadium Road,2018,750,2,3,4200.0,3150000
172.Zilla Grandalayam Area Mandapem Area,2018,1750,2,3,3400.0,5950000
172.Zilla Grandalayam Area Mandapem Area,2018,1565,2,2,3400.0,5321000
172.Zilla Grandalayam Area Mandapem Area,2018,1250,2,2,3400.0,4250000
172.Zilla Grandalayam Area Mandapem Area,2018,1000,1,2,3400.0,3400000
172.Zilla Grandalayam Area Mandapem Area,2018,750,1,1,3400.0,2550000
1.Achiyammapeta,2019,1750,1,2,2500.0,4375000
1.Achiyammapeta,2019,1565,2,2,2500.0,3912500
1.Achiyammapeta,2019,1250,2,2,2500.0,3125000
1.Achiyammapeta,2019,1000,2,3,2500.0,2500000
1.Achiyammapeta,2019,750,1,2,2500.0,1875000
2.Adarsh Nagar,2019,1750,1,2,2400.0,4200000
2.Adarsh Nagar,2019,1565,2,2,2400.0,3756000
2.Adarsh Nagar,2019,1250,2,2,2400.0,3000000
2.Adarsh Nagar,2019,1000,2,3,2400.0,2400000
2.Adarsh Nagar,2019,750,1,2,2400.0,1800000
